disease_id,disease_name
1662,MIM608946
1663,MIM608947
1664,MIM608955
1665,MIM608961
1666,MIM608964
1667,MIM608974
1668,MIM608983
1669,MIM608992
1670,MIM608994
1671,MIM608998
1672,MIM609016
1673,MIM609024
1674,MIM609025
1675,MIM609028
1676,MIM609031
1677,MIM609034
1678,MIM609035
1679,MIM609048
1680,MIM609051
1681,MIM609059
1682,MIM609125
1683,MIM609142
1684,MIM609148
1685,MIM609152
1686,MIM609165
1687,MIM609181
1688,MIM609201
1689,MIM609208
1690,MIM609209
1691,MIM609238
1692,MIM609276
1693,MIM609278
1694,MIM609280
1695,MIM609291
1696,MIM609292
1697,MIM609293
1698,MIM609310
1699,MIM609343
1700,MIM609356
1701,MIM609365
1702,MIM609382
1703,MIM609396
1704,MIM609423
1705,MIM609433
1706,MIM609436
1707,MIM609459
1708,MIM609464
1709,MIM609479
1710,MIM609482
1711,MIM609492
1712,MIM609507
1713,MIM609511
1714,MIM609526
1715,MIM609532
1716,MIM609539
1717,MIM609564
1718,MIM609565
1719,MIM609567
1720,MIM609591
1721,MIM609592
1722,MIM609593
1723,MIM609594
1724,MIM609599
1725,MIM609604
1726,MIM609605
1727,MIM609613
1728,MIM609620
1729,MIM609621
1730,MIM609622
1731,MIM609632
1732,MIM609634
1733,MIM609639
1734,MIM609667
1735,MIM609671
1736,MIM609685
1737,MIM609691
1738,MIM609693
1739,MIM609696
1740,MIM609714
1741,MIM609715
1742,MIM609729
1743,MIM609730
1744,MIM609735
1745,MIM609736
1746,MIM609739
1747,MIM609741
1748,MIM609747
1749,MIM609753
1750,MIM609755
1751,MIM609762
1752,MIM609768
1753,MIM609779
1754,MIM609798
1755,MIM609799
1756,MIM609803
1757,MIM609819
1758,MIM609821
1759,MIM609828
1760,MIM609834
1761,MIM609848
1762,MIM609857
1763,MIM609867
1764,MIM609881
1765,MIM609886
1766,MIM609887
1767,MIM609896
1768,MIM609898
1769,MIM609899
1770,MIM609901
1771,MIM609909
1772,MIM609911
1773,MIM609921
1774,MIM609939
1775,MIM609978
1776,MIM609986
1777,MIM609991
1778,MIM609996
1779,MIM609997
1780,MIM609998
1781,MIM609999
1782,MIM610002
1783,MIM610004
1784,MIM610012
1785,MIM610013
1786,MIM610019
1787,MIM610025
1788,MIM610026
1789,MIM610028
1790,MIM610033
1791,MIM610043
1792,MIM610055
1793,MIM610060
1794,MIM610069
1795,MIM610090
1796,MIM610091
1797,MIM610096
1798,MIM610147
1799,MIM610149
1800,MIM610156
1801,MIM610162
1802,MIM610165
1803,MIM610166
1804,MIM610177
1805,MIM610183
1806,MIM610194
1807,MIM610199
1808,MIM610202
1809,MIM610211
1810,MIM610214
1811,MIM610227
1812,MIM610243
1813,MIM610269
1814,MIM610277
1815,MIM610292
1816,MIM610297
1817,MIM610302
1818,MIM610327
1819,MIM610328
1820,MIM610336
1821,MIM610340
1822,MIM610343
1823,MIM610344
1824,MIM610347
1825,MIM610350
1826,MIM610353
1827,MIM610364
1828,MIM610365
1829,MIM610370
1830,MIM610374
1831,MIM610413
1832,MIM610418
1833,MIM610424
1834,MIM610425
1835,MIM610451
1836,MIM610456
1837,MIM610458
1838,MIM610479
1839,MIM610486
1840,MIM610500
1841,MIM610521
1842,MIM610524
1843,MIM610528
1844,MIM610539
1845,MIM610542
1846,MIM610549
1847,MIM610560
1848,MIM610562
1849,MIM610582
1850,MIM610583
1851,MIM610597
1852,MIM610605
1853,MIM610606
1854,MIM610607
1855,MIM610614
1856,MIM610616
1857,MIM610618
1858,MIM610623
1859,MIM610629
1860,MIM610635
1861,MIM610644
1862,MIM610663
1863,MIM610672
1864,MIM610675
1865,MIM610699
1866,MIM610714
1867,MIM610717
1868,MIM610725
1869,MIM610731
1870,MIM610734
1871,MIM610736
1872,MIM610738
1873,MIM610750
1874,MIM610751
1875,MIM610771
1876,MIM610842
1877,MIM610846
1878,MIM610849
1879,MIM610855
1880,MIM610856
1881,MIM610876
1882,MIM610887
1883,MIM610909
1884,MIM610927
1885,MIM610929
1886,MIM610930
1887,MIM610931
1888,MIM610938
1889,MIM610947
1890,MIM610952
1891,MIM610970
1892,MIM610975
1893,MIM610979
1894,MIM610985
1895,MIM610988
1896,MIM611015
1897,MIM611016
1898,MIM611027
1899,MIM611042
1900,MIM611051
1901,MIM611066
1902,MIM611076
1903,MIM611077
1904,MIM611078
1905,MIM611079
1906,MIM611080
1907,MIM611081
1908,MIM611088
1909,MIM611092
1910,MIM611093
1911,MIM611098
1912,MIM611101
1913,MIM611105
1914,MIM611106
1915,MIM611108
1916,MIM611115
1917,MIM611118
1918,MIM611122
1919,MIM611124
1920,MIM611136
1921,MIM611138
1922,MIM611143
1923,MIM611158
1924,MIM611159
1925,MIM611160
1926,MIM611161
1927,MIM611162
1928,MIM611163
1929,MIM611170
1930,MIM611192
1931,MIM611194
1932,MIM611195
1933,MIM611197
1934,MIM611204
1935,MIM611205
1936,MIM611230
1937,MIM611233
1938,MIM611238
1939,MIM611259
1940,MIM611265
1941,MIM611275
1942,MIM611277
1943,MIM611285
1944,MIM611286
1945,MIM611293
1946,MIM611305
1947,MIM611307
1948,MIM611315
1949,MIM611325
1950,MIM611344
1951,MIM611354
1952,MIM611378
1953,MIM611389
1954,MIM611391
1955,MIM611407
1956,MIM611415
1957,MIM611416
1958,MIM611421
1959,MIM611424
1960,MIM611434
1961,MIM611439
1962,MIM611450
1963,MIM611458
1964,MIM611465
1965,MIM611466
1966,MIM611472
1967,MIM611486
1968,MIM611487
1969,MIM611488
1970,MIM611493
1971,MIM611507
1972,MIM611525
1973,MIM611540
1974,MIM611544
1975,MIM611546
1976,MIM611568
1977,MIM611583
1978,MIM611589
1979,MIM611590
1980,MIM611597
1981,MIM611615
1982,MIM611632
1983,MIM611639
1984,MIM611648
1985,MIM611674
1986,MIM611684
1987,MIM611690
1988,MIM611692
1989,MIM611718
1990,MIM611725
1991,MIM611726
1992,MIM611730
1993,MIM611743
1994,MIM611749
1995,MIM611779
1996,MIM611782
1997,MIM611788
1998,MIM611792
1999,MIM611799
2000,MIM611801
2001,MIM611803
2002,MIM611805
2003,MIM611813
2004,MIM611814
2005,MIM611815
2006,MIM611817
2007,MIM611818
2008,MIM611819
2009,MIM611820
2010,MIM611862
2011,MIM611868
2012,MIM611869
2013,MIM611878
2014,MIM611879
2015,MIM611880
2016,MIM611890
2017,MIM611893
2018,MIM611895
2019,MIM611901
2020,MIM611902
2021,MIM611905
2022,MIM611906
2023,MIM611909
2024,MIM611912
2025,MIM611916
2026,MIM611928
2027,MIM611930
2028,MIM611932
2029,MIM611933
2030,MIM611938
2031,MIM611942
2032,MIM611953
2033,MIM611998
2034,MIM612004
2035,MIM612012
2036,MIM612013
2037,MIM612018
2038,MIM612038
2039,MIM612045
2040,MIM612065
2041,MIM612066
2042,MIM612067
2043,MIM612068
2044,MIM612069
2045,MIM612079
2046,MIM612098
2047,MIM612100
2048,MIM612103
2049,MIM612104
2050,MIM612106
2051,MIM612111
2052,MIM612112
2053,MIM612118
2054,MIM612120
2055,MIM612121
2056,MIM612122
2057,MIM612123
2058,MIM612124
2059,MIM612135
2060,MIM612136
2061,MIM612141
2062,MIM612158
2063,MIM612189
2064,MIM612191
2065,MIM612194
2066,MIM612201
2067,MIM612218
2068,MIM612219
2069,MIM612220
2070,MIM612227
2071,MIM612229
2072,MIM612240
2073,MIM612244
2074,MIM612245
2075,MIM612251
2076,MIM612253
2077,MIM612261
2078,MIM612268
2079,MIM612269
2080,MIM612283
2081,MIM612292
2082,MIM612315
2083,MIM612322
2084,MIM612324
2085,MIM612328
2086,MIM612362
2087,MIM612371
2088,MIM612376
2089,MIM612387
2090,MIM612393
2091,MIM612422
2092,MIM612437
2093,MIM612441
2094,MIM612453
2095,MIM612454
2096,MIM612457
2097,MIM612462
2098,MIM612478
2099,MIM612494
2100,MIM612495
2101,MIM612497
2102,MIM612520
2103,MIM612522
2104,MIM612526
2105,MIM612527
2106,MIM612528
2107,MIM612541
2108,MIM612542
2109,MIM612544
2110,MIM612551
2111,MIM612552
2112,MIM612555
2113,MIM612560
2114,MIM612561
2115,MIM612562
2116,MIM612563
2117,MIM612577
2118,MIM612580
2119,MIM612581
2120,MIM612602
2121,MIM612621
2122,MIM612625
2123,MIM612661
2124,MIM612663
2125,MIM612664
2126,MIM612666
2127,MIM612674
2128,MIM612686
2129,MIM612704
2130,MIM612705
2131,MIM612706
2132,MIM612707
2133,MIM612708
2134,MIM612709
2135,MIM612711
2136,MIM612716
2137,MIM612723
2138,MIM612740
2139,MIM612753
2140,MIM612757
2141,MIM612780
2142,MIM612782
2143,MIM612783
2144,MIM612786
2145,MIM612797
2146,MIM612807
2147,MIM612808
2148,MIM612809
2149,MIM612810
2150,MIM612811
2151,MIM612815
2152,MIM612823
2153,MIM612852
2154,MIM612870
2155,MIM612877
2156,MIM612888
2157,MIM612889
2158,MIM612890
2159,MIM612891
2160,MIM612899
2161,MIM612900
2162,MIM612921
2163,MIM612953
2164,MIM612955
2165,MIM612956
2166,MIM613003
2167,MIM613013
2168,MIM613014
2169,MIM613020
2170,MIM613038
2171,MIM613039
2172,MIM613060
2173,MIM613068
2174,MIM613070
2175,MIM613086
2176,MIM613098
2177,MIM613099
2178,MIM613100
2179,MIM613107
2180,MIM613108
2181,MIM613115
2182,MIM613116
2183,MIM613118
2184,MIM613122
2185,MIM613128
2186,MIM613135
2187,MIM613148
2188,MIM613160
2189,MIM613172
2190,MIM613190
2191,MIM613192
2192,MIM613204
2193,MIM613205
2194,MIM613217
2195,MIM613223
2196,MIM613229
2197,MIM613237
2198,MIM613243
2199,MIM613244
2200,MIM613249
2201,MIM613250
2202,MIM613251
2203,MIM613252
2204,MIM613254
2205,MIM613255
2206,MIM613262
2207,MIM613272
2208,MIM613279
2209,MIM613286
2210,MIM613308
2211,MIM613309
2212,MIM613316
2213,MIM613323
2214,MIM613327
2215,MIM613345
2216,MIM613347
2217,MIM613348
2218,MIM613374
2219,MIM613377
2220,MIM613378
2221,MIM613381
2222,MIM613383
2223,MIM613384
2224,MIM613399
2225,MIM613408
2226,MIM613410
2227,MIM613419
2228,MIM613424
2229,MIM613426
2230,MIM613435
2231,MIM613436
2232,MIM613443
2233,MIM613463
2234,MIM613470
2235,MIM613474
2236,MIM613476
2237,MIM613478
2238,MIM613481
2239,MIM613482
2240,MIM613485
2241,MIM613493
2242,MIM613494
2243,MIM613495
2244,MIM613496
2245,MIM613504
2246,MIM613505
2247,MIM613512
2248,MIM613513
2249,MIM613524
2250,MIM613542
2251,MIM613554
2252,MIM613569
2253,MIM613578
2254,MIM613589
2255,MIM613622
2256,MIM613625
2257,MIM613635
2258,MIM613640
2259,MIM613642
2260,MIM613643
2261,MIM613656
2262,MIM613659
2263,MIM613670
2264,MIM613671
2265,MIM613673
2266,MIM613677
2267,MIM613679
2268,MIM613690
2269,MIM613692
2270,MIM613693
2271,MIM613694
2272,MIM613695
2273,MIM613696
2274,MIM613697
2275,MIM613708
2276,MIM613715
2277,MIM613723
2278,MIM613727
2279,MIM613734
2280,MIM613740
2281,MIM613743
2282,MIM613748
2283,MIM613757
2284,MIM613759
2285,MIM613761
2286,MIM613763
2287,MIM613765
2288,MIM613775
2289,MIM613777
2290,MIM613778
2291,MIM613780
2292,MIM613781
2293,MIM613784
2294,MIM613797
2295,MIM613798
2296,MIM613799
2297,MIM613817
2298,MIM613832
2299,MIM613833
2300,MIM613838
2301,MIM613839
2302,MIM613845
2303,MIM613858
2304,MIM613863
2305,MIM613873
2306,MIM613874
2307,MIM613875
2308,MIM613876
2309,MIM613877
2310,MIM613880
2311,MIM613881
2312,MIM613882
2313,MIM613886
2314,MIM613887
2315,MIM613915
2316,MIM613942
2317,MIM613950
2318,MIM613953
2319,MIM613954
2320,MIM613955
2321,MIM613956
2322,MIM613970
2323,MIM613972
2324,MIM613980
2325,MIM613981
2326,MIM613986
2327,MIM614009
2328,MIM614010
2329,MIM614018
2330,MIM614020
2331,MIM614022
2332,MIM614027
2333,MIM614032
2334,MIM614049
2335,MIM614050
2336,MIM614054
2337,MIM614064
2338,MIM614079
2339,MIM614080
2340,MIM614092
2341,MIM614093
2342,MIM614104
2343,MIM614113
2344,MIM614116
2345,MIM614121
2346,MIM614126
2347,MIM614127
2348,MIM614130
2349,MIM614131
2350,MIM614145
2351,MIM614147
2352,MIM614148
2353,MIM614151
2354,MIM614157
2355,MIM614158
2356,MIM614162
2357,MIM614163
2358,MIM614176
2359,MIM614177
2360,MIM614178
2361,MIM614195
2362,MIM614196
2363,MIM614198
2364,MIM614199
2365,MIM614201
2366,MIM614202
2367,MIM614203
2368,MIM614205
2369,MIM614212
2370,MIM614213
2371,MIM614244
2372,MIM614249
2373,MIM614250
2374,MIM614251
2375,MIM614254
2376,MIM614255
2377,MIM614256
2378,MIM614257
2379,MIM614270
2380,MIM614271
2381,MIM614272
2382,MIM614285
2383,MIM614286
2384,MIM614291
2385,MIM614307
2386,MIM614308
2387,MIM614312
2388,MIM614320
2389,MIM614331
2390,MIM614332
2391,MIM614337
2392,MIM614350
2393,MIM614357
2394,MIM614358
2395,MIM614359
2396,MIM614360
2397,MIM614361
2398,MIM614369
2399,MIM614373
2400,MIM614382
2401,MIM614383
2402,MIM614385
2403,MIM614388
2404,MIM614389
2405,MIM614390
2406,MIM614391
2407,MIM614395
2408,MIM614397
2409,MIM614401
2410,MIM614416
2411,MIM614417
2412,MIM614420
2413,MIM614440
2414,MIM614442
2415,MIM614448
2416,MIM614450
2417,MIM614451
2418,MIM614462
2419,MIM614480
2420,MIM614499
2421,MIM614511
2422,MIM614517
2423,MIM614518
2424,MIM614521
2425,MIM614535
2426,MIM614536
2427,MIM614556
2428,MIM614562
2429,MIM614563
2430,MIM614586
2431,MIM614591
2432,MIM614604
2433,MIM614605
2434,MIM614607
2435,MIM614608
2436,MIM614609
2437,MIM614610
2438,MIM614611
2439,MIM614612
2440,MIM614616
2441,MIM614621
2442,MIM614631
2443,MIM614639
2444,MIM614640
2445,MIM614653
2446,MIM614664
2447,MIM614666
2448,MIM614672
2449,MIM614677
2450,MIM614681
2451,MIM614691
2452,MIM614694
2453,MIM614696
2454,MIM614699
2455,MIM614700
2456,MIM614715
2457,MIM614716
2458,MIM614720
2459,MIM614725
2460,MIM614731
2461,MIM614740
2462,MIM614742
2463,MIM614748
2464,MIM614750
2465,MIM614759
2466,MIM614774
2467,MIM614781
2468,MIM614782
2469,MIM614792
2470,MIM614808
2471,MIM614810
2472,MIM614825
2473,MIM614828
2474,MIM614847
2475,MIM614854
2476,MIM614901
2477,MIM614910
2478,MIM614911
2479,MIM614918
